Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,142.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,130.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,126.0,Portuguese,Other - 11th Yr,Basic Ed 1st Cycle,Services/Security/Sellers,Unskilled Workers,121.8,Yes,No,No,Yes,Female,No,19,No,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Administrative staff,140.0,No,No,No,Yes,Male,No,43,No,0,6,8,6,12.875,0,0,6,14,5,12.142857142857142,0,16.2,0.3,-0.92,Enrolled
Married,Transfer,1,Communication Design,Daytime,Secondary education,170.0,Portuguese,Basic Ed 1st Cycle,Complementary Not Completed,Student,Administrative staff,148.5,No,No,No,Yes,Male,No,47,No,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout
Single,Transfer,1,Management,Daytime,Secondary education,130.0,Portuguese,Unknown,Unknown,(blank),(blank),109.8,Yes,No,No,No,Male,No,23,No,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Brazilian,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,119.7,Yes,No,Yes,Yes,Female,Yes,19,Yes,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary education,122.0,Portuguese,Degree,Degree,Intellectual/Scientific,Intellectual/Scientific,122.0,Yes,No,No,Yes,Female,No,20,No,0,8,11,6,12.491666666666667,0,0,8,11,6,12.491666666666667,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,138.0,Portuguese,12th Yr Schooling or Eq.,Degree,Administrative staff,Administrative staff,147.5,Yes,No,No,Yes,Female,Yes,19,No,6,12,12,12,13.666666666666666,0,4,11,12,11,14.166666666666666,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,163.0,English,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,150.8,Yes,No,No,Yes,Female,No,19,Yes,0,6,13,6,16.0,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Administrative staff,Industry/Construction,150.0,Yes,No,No,Yes,Female,No,19,No,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Other admin support,Secretaries/data processing,131.5,No,No,Yes,Yes,Female,Yes,39,No,0,6,9,6,11.833333333333334,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,144.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Technicians,Services/Security/Sellers,127.2,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.666666666666666,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,118.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Technicians,111.0,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,Change of course,5,Social Service,Daytime,Secondary education,101.0,Guinean,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Industry/Construction,119.9,Yes,No,Yes,No,Female,No,22,Yes,5,11,16,9,10.88888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Student,133.7,Yes,No,No,Yes,Female,No,19,No,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Secretaries/data processing,Hotel/Catering Directors,140.0,Yes,No,No,Yes,Female,No,22,No,0,6,6,6,15.166666666666666,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - special contingent (Azores Island),2,Basic Education,Daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technicians,Technicians,113.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.0,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,127.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,120.7,Yes,No,Yes,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
Facto Union,Over 23 years old,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,119.8,No,No,No,Yes,Male,No,26,No,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,121.8,No,No,No,No,Male,No,36,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,3rd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,110.0,Portuguese,Basic Ed 3rd Cycle,Bachelor's Degree,Services/Security/Sellers,Services/Security/Sellers,117.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Management,Daytime,Secondary education,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,110.0,No,No,No,Yes,Male,No,30,No,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Armed Forces,134.4,No,No,No,Yes,Male,No,24,No,0,6,7,6,15.714285714285714,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,125.3,No,No,No,Yes,Male,No,26,No,11,15,15,11,10.818181818181818,0,12,14,15,11,11.636363636363637,1,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,132.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,119.1,No,No,No,No,Male,No,19,No,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout
Facto Union,Over 23 years old,1,Social Service,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Armed Forces,146.0,No,No,No,Yes,Male,No,34,No,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate
Single,Change of course,1,Equinculture,Daytime,Secondary education,130.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Legislative/Executive/Directors,Legislative/Executive/Directors,130.0,Yes,No,No,Yes,Male,No,33,No,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,129.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Administrative staff,122.0,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,5,Informatics Engineering,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Services/Security/Sellers,118.1,Yes,No,Yes,No,Male,No,26,No,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,Dropout
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,105.2,No,No,No,Yes,Male,No,29,No,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,5,Informatics Engineering,Daytime,Secondary education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,123.3,Yes,No,No,Yes,Male,Yes,19,No,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,129.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.8,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,149.4,No,No,No,No,Male,No,29,No,0,5,11,2,11.333333333333334,0,0,5,9,1,12.0,0,11.1,0.6,2.02,Dropout
Single,Change of course,1,Tourism,Daytime,Secondary education,112.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,108.5,No,No,No,Yes,Male,No,21,No,0,6,6,6,12.666666666666666,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,119.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Armed Forces,125.0,No,No,No,Yes,Male,No,19,No,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Armed Forces,101.0,No,No,No,Yes,Male,No,20,No,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,123.0,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Services/Security/Sellers,112.9,No,No,No,Yes,Male,No,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,3,Communication Design,Daytime,Secondary education,131.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Services/Security/Sellers,120.2,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.833333333333334,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,Enrolled
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,120.0,Portuguese,Unknown,Unknown,(blank),(blank),111.6,No,No,Yes,Yes,Male,Yes,21,No,0,5,5,5,12.6,0,0,5,9,3,12.833333333333334,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,125.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Intellectual/Scientific,134.1,Yes,No,No,Yes,Male,No,20,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,101.6,No,No,No,Yes,Male,Yes,30,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,3rd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,121.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Administrative staff,Legislative/Executive/Directors,111.9,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
Single,Change of institution/course,1,Management,Daytime,Secondary education,148.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Unskilled Workers,Farmers/Fishers,118.4,Yes,No,No,Yes,Male,No,30,No,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,139.0,Portuguese,Basic Ed 2nd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Services/Security/Sellers,127.1,Yes,No,No,Yes,Male,Yes,22,No,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Armed Forces,120.5,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,4,Communication Design,Daytime,Secondary education,128.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Armed Forces,136.1,Yes,No,Yes,No,Male,No,19,No,0,6,6,6,12.666666666666666,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,132.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Services/Security/Sellers,Technicians,124.0,Yes,No,No,Yes,Male,No,21,No,0,5,7,3,12.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,4,Veterinary Nursing,Daytime,Secondary education,137.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Personal service workers,Personal service workers,141.6,No,No,No,Yes,Male,No,21,No,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,Graduate
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Technological specialization course,160.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,160.0,Yes,No,Yes,Yes,Male,Yes,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Management,Daytime,Secondary education,120.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Industry/Construction,110.0,No,No,No,Yes,Male,No,27,No,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Biofuel Production Technologies,Daytime,Secondary education,134.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Legislative/Executive/Directors,Legislative/Executive/Directors,100.0,Yes,No,No,Yes,Male,No,32,No,0,7,7,0,0.0,0,0,7,8,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Other - 11th year of schooling,133.1,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Technicians,120.0,No,No,Yes,No,Male,No,40,No,0,6,13,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,116.0,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Technicians,124.8,Yes,No,No,Yes,Male,No,20,No,0,5,9,2,14.333333333333334,0,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,140.0,Portuguese,Master's,Master's,Intellectual/Scientific,Armed Forces,140.0,Yes,No,No,Yes,Male,No,20,No,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,124.3,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Single,Change of course,1,Management,Daytime,Secondary education,122.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Legislative/Executive/Directors,Industry/Construction,118.9,No,No,No,Yes,Male,No,21,No,0,5,11,2,10.5,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,141.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Machine Operators,130.2,No,No,No,Yes,Male,No,18,No,0,6,6,6,13.5,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,12th Yr Schooling or Eq.,Degree,Other admin support,Teachers,120.0,No,No,No,Yes,Male,No,19,No,0,6,17,1,11.0,0,0,6,19,0,0.0,0,16.2,0.3,-0.92,Enrolled
Facto Union,Holders of other higher courses,1,Communication Design,Daytime,Higher education - degree,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,140.0,No,No,No,No,Male,No,30,No,0,6,6,1,10.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Other - 11th year of schooling,133.1,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Legislative/Executive/Directors,130.0,No,No,No,Yes,Male,No,29,No,0,6,17,0,0.0,2,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,2,Informatics Engineering,Daytime,Secondary education,137.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,130.4,Yes,No,Yes,Yes,Male,No,18,No,0,5,10,1,12.0,0,0,5,7,3,10.666666666666666,2,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,122.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,116.1,Yes,No,No,Yes,Male,Yes,18,No,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Technicians,Armed Forces,130.0,No,No,No,Yes,Male,No,22,No,4,10,21,5,11.4,1,2,7,13,6,11.666666666666666,0,15.5,2.8,-4.06,Dropout
Single,Change of course,2,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Services/Security/Sellers,124.3,Yes,No,No,No,Male,No,27,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general contingent,6,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic Ed 2nd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Industry/Construction,125.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,4,14.25,0,0,6,10,5,14.0,0,10.8,1.4,1.74,Graduate
Single,Change of institution/course,1,Social Service (evening attendance),Evening,Higher education - bachelor's degree,110.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Armed Forces,110.0,No,No,No,Yes,Male,No,42,No,8,12,12,11,14.454545454545457,0,7,11,11,10,14.2,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Administrative staff,Machine Operators,115.0,No,No,Yes,Yes,Male,No,21,No,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,Graduate
Single,Change of course,1,Nursing,Daytime,Secondary education,132.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Industry/Construction,Industry/Construction,129.6,No,Yes,No,Yes,Male,No,23,No,0,7,10,6,12.733333333333334,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate
Single,Change of institution/course,1,Communication Design,Daytime,Secondary education,122.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,128.8,Yes,No,No,Yes,Male,No,21,No,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,155.0,Portuguese,Master's,Degree,Legislative/Executive/Directors,Legislative/Executive/Directors,144.2,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Married,Over 23 years old,1,Social Service,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,134.0,No,No,No,Yes,Male,Yes,40,No,0,6,7,6,12.333333333333334,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout
Single,Change of course,1,Management,Daytime,Secondary education,129.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Services/Security/Sellers,112.0,No,No,No,Yes,Male,No,22,No,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,128.8,Yes,No,No,Yes,Male,No,19,No,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,134.0,No,No,No,Yes,Male,Yes,24,No,0,5,8,5,11.833333333333334,0,0,5,8,4,14.0,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Administrative staff,125.0,No,No,No,Yes,Male,No,21,No,0,6,10,5,11.333333333333334,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,133.0,Portuguese,Degree,12th Yr Schooling or Eq.,Unskilled Workers,Technicians,123.2,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate
